TeamA,TeamB,PPG_Diff,PAPG_Diff,YAP_Diff,Opp3D_Diff,Advantage_Score,Result
Ole Miss,Ole Miss,-18.74283257253063,4.260949384628633,-4.483182788313923,-15.875045246562696,-11.611919498910488,0
Georgia,Alabama,5.456416450551216,-12.475801050148535,0.31354631568147995,16.102116267182666,2.1436475491985654,1
Miami,Alabama,-7.425760756946933,-10.151138577161587,0.40635121610106517,0.21009489791428582,2.9216341384014335,1
Ole Miss,Georgia,0.3428276465881108,11.956625655812378,1.3742990149820655,13.058298644309666,-23.297797638551867,0
Oregon,Alabama,16.30265895704372,3.1928717897876977,2.2609133372266155,-7.19801595877553,22.56871646325817,1
Indiana,Alabama,-10.028310834045001,-14.72408845150111,4.758520794625346,15.820929139848019,-6.366630727766564,0
Miami,Texas Tech,-3.5846830785748107,-11.955853714019037,0.1630034830119531,-4.431932850633475,12.966106969089655,0
Miami,Georgia,10.222045541721947,4.905053073241675,-1.7704352705875404,-19.566493940788064,23.113051138680795,1
Ole Miss,Texas Tech,-10.848073380335101,-14.84815248461344,2.9518619476870365,16.215279056770548,-9.263338004805174,1
Alabama,Ole Miss,-16.92080360684828,-10.175758457475041,-2.291677487379258,-16.348532928554658,7.311810291802161,0
Oregon,Indiana,-8.409941883449278,1.4620136809975837,-0.6102857929436389,-7.227454496383405,-3.254786861007096,1
Ole Miss,Ole Miss,-13.551148509839823,5.756855930780798,-4.215436186577341,18.002478682032198,-41.52591930923016,0
Oregon,Indiana,17.18790609370292,4.5588377850780155,-4.746492565845425,18.024285877502244,-10.141710134722764,1
Oregon,Texas Tech,12.324815182576678,-8.271920716183207,4.626484146779251,2.9375155249314444,22.28570452060769,1
Indiana,Ole Miss,5.336150260416939,6.365376640426076,3.359801205122058,5.273488486791971,-2.94291366167905,0
Miami,Georgia,14.858423607508708,-7.882527375095998,1.9597420609369798,-2.062179120867209,26.762872164408897,1
Georgia,Ohio State,12.146883075964578,-5.238009055221968,-0.9104705558573012,-8.271569132077419,24.745990707406662,1
Indiana,Texas Tech,-12.537197644558567,7.394742153540724,-3.2670567992915425,-6.8534181852033615,-16.34557841218747,0
Indiana,Indiana,15.702359939599111,4.488986971416439,-3.4356295732891393,6.900738243081537,0.8770051518119955,0
Oregon,Miami,1.5736896766260289,10.476702314825339,-2.497571018354047,10.0949811775072,-21.49556483406056,0
Texas Tech,Indiana,12.297606206562502,4.728386769010301,0.4922666470612047,11.663161749033941,-3.6016756644205348,1
Miami,Miami,15.84365199693973,2.0492581000641485,2.145959227000623,11.584725711782156,4.355627412094048,1
Alabama,Alabama,-7.279861001125445,-12.189756965157226,1.6019737671773127,-16.351755878052387,22.863625609261483,0
Indiana,Ole Miss,-15.59792301889293,-3.9685259082169946,-2.2006610305405716,-0.2231878118967412,-13.606870329319765,1
Georgia,Miami,-10.882593498322333,-7.0439289695482366,4.5486528066319405,-17.697649599334227,18.407637877192073,1
Texas Tech,Indiana,-2.9156884549497475,-7.680310698627492,2.378969166957685,1.9811552929494214,5.162436117686009,1
Texas Tech,Alabama,12.720590636899725,14.190316642573368,0.5435405251140069,-2.3387799450649194,1.4125944645052837,1
Alabama,Ohio State,14.429223330253738,-3.207068259997188,1.1172074623435224,15.508167310331991,3.245331742262458,1
Indiana,Georgia,-19.72191477875237,11.761396655313398,-0.8039993757221009,-5.9633994979168525,-26.323911311871015,0
Georgia,Georgia,0.42989210310262926,3.9341587799178868,-2.5226901049884254,-15.317319342895765,9.290362561092081,0
Miami,Georgia,-3.3035598740488403,8.844339106249453,-1.4402732134873841,-14.280332717886566,0.6921605241008884,0
Ohio State,Miami,-11.11568758117079,0.07911279315576336,2.578461104643691,10.46042526869889,-19.076764538381752,1
Georgia,Ohio State,-15.205385306652687,2.3071165387907735,-4.856065113702441,4.728722532650442,-27.097289491796346,1
Alabama,Miami,-6.495393143854882,-0.224469185434083,-3.8392735949308374,-15.95509295508839,5.844895401736753,1
Texas Tech,Ole Miss,17.716388156500766,-9.142710366058665,-4.5399735797824725,-16.635727755400104,38.95485269817706,1
Miami,Miami,-7.071882719169791,6.67356345784516,-4.592711976810299,8.0387652583648,-26.376923412190052,1
Georgia,Ohio State,0.7516248697346439,-6.576829126774326,3.554605840110072,-17.089479745432257,27.972539582051297,1
Ohio State,Ohio State,8.120758355807114,-14.270521007056384,2.036578593800237,12.874402371614249,11.553455585049488,1
Ohio State,Ole Miss,-5.454815904828241,4.364168877215034,-0.25826170912674806,8.249689086259849,-18.32693557742987,0
Oregon,Ohio State,18.87128330883843,-9.686679617788531,-4.021658393489985,-16.74604877432401,41.28235330746098,1
Oregon,Indiana,18.49789179768445,13.21375753058743,-0.08384124883167643,-16.60649143659232,21.806784454857663,0
Ole Miss,Ohio State,-9.928708166985434,13.617857310077621,-0.2652822921943432,19.465583140047016,-43.277430909304414,0
Alabama,Georgia,-0.11005976430458198,12.445931706613456,-3.267981300899848,-5.029168169755187,-10.794804602062698,0
Indiana,Indiana,-7.9648676073292135,-3.895238992336668,-0.6614835076202696,-5.174314117324363,0.443201994711548,0
Georgia,Indiana,-8.606380224901296,-14.536301504133977,-1.0149526560262656,12.511982690300103,-7.597014067093687,0
Georgia,Ole Miss,-18.52452210581869,12.84955687763176,1.1585009805221647,17.889943095354347,-48.10552109828264,0
Indiana,Oregon,4.382573359195874,-2.15447555048057,1.350936508676438,19.440042552914836,-11.552057134561954,0
Ole Miss,Oregon,0.10716092915445952,13.999644571310087,-4.546959902279555,10.135127410357665,-28.57457095479285,0
Texas Tech,Ohio State,-17.940849950000427,13.908599312677586,-1.2538738537352878,-4.9496165787633695,-28.15370653764993,0
Texas Tech,Indiana,-8.854141430535542,10.590283664020802,1.2585991571423638,-16.65997133205325,-1.5258546053607311,1
Ole Miss,Oregon,16.33063543866615,-6.16653323791243,0.03136258580087703,11.08587663709747,11.442654625281985,1
Texas Tech,Oregon,-10.417524373321104,-3.447068141942242,3.564898411883223,2.336169989432202,-5.74172780892784,1
Oregon,Ohio State,-14.204205116351076,10.534100145505708,1.58693631618945,-3.0311196301209486,-20.120249315546385,0
Georgia,Oregon,-0.4218895888974794,-5.49233984531167,-3.370655729185703,16.25417540378944,-14.554380876560952,0
Ole Miss,Miami,19.42601816442403,-9.915217599417225,-4.294312525995702,-15.552100707753947,40.5990239455995,1
Georgia,Alabama,-10.317789139539983,1.7040378737505046,1.4241927820631561,-0.294995828365634,-10.302638402861698,0
Indiana,Ole Miss,6.885421896235142,13.084643224823429,-4.734886894583782,-19.545854209303236,8.611745986131169,1
Ohio State,Alabama,10.464784613148703,5.88089390024919,0.857755812734633,-1.2535743202349492,6.695220845869096,1
Oregon,Ohio State,-10.494498240304013,2.101835102680949,4.402302414249576,-17.747868972726508,9.55383804399112,0
Miami,Georgia,9.128653944474383,-12.084705186876944,0.7547417787587896,-15.247283349277122,37.215384259387235,1
Oregon,Ole Miss,-5.288674691229871,3.450216800975092,-1.118300737934781,-15.298950128915806,5.441757898776061,0
Ole Miss,Ohio State,5.292233223743179,14.701615503127899,1.4328821844235318,5.968412084642543,-13.94491217960373,0
Miami,Indiana,5.341188430435788,-10.797479542904279,-0.4174710950848337,9.841795170616932,5.879401707638301,1
Ohio State,Georgia,1.4309873629903391,0.5498895709121021,0.45616789315934936,3.334750603886385,-1.9974849186487986,0
Ole Miss,Alabama,-16.38840919782367,11.321192157838663,4.414648087765252,18.486901938981678,-41.78185520687876,0
Alabama,Ohio State,13.41209982356952,7.223058532626133,-1.1389736219922575,-5.0051768190518375,10.055244488002966,1
Georgia,Indiana,-7.168797401130567,5.910472229858039,4.611905638239142,-8.57151654872557,0.10415255597610695,1
Ohio State,Ole Miss,-12.53925958400583,6.074522519613278,4.053506419560637,14.743965127578411,-29.30424081163688,0
Georgia,Ole Miss,-18.368994337809443,-4.215265463407345,-3.0420886521070356,-11.056166459221895,-6.1396510672872395,1
Texas Tech,Texas Tech,3.6357177275296726,-6.192244672065199,-4.3063869912483455,18.528901577624453,-13.007326169277928,0
Alabama,Indiana,7.102574473691297,9.280834664355408,-3.9922199862257335,-19.513821012407348,13.343340835517502,1
Alabama,Miami,-19.336486842885755,9.303401840375422,-4.8177817434845025,18.79515306830556,-52.25282349505124,0
Ohio State,Oregon,0.48372233197123915,11.01216955740311,-4.055570392440716,-18.273603521976955,3.6895859041043675,1
Alabama,Georgia,-10.940168992082482,12.397216576694138,1.8300677341635685,15.645724547922843,-37.153042382535894,0
Miami,Indiana,5.806911616377994,0.3402719658281339,-4.28811351539771,1.1080443634519943,0.07048177170015535,0
Alabama,Texas Tech,-13.025342839800341,0.045488840615988124,-1.810243697062387,19.718591844772014,-34.59966722225073,0
Georgia,Oregon,7.637509524098638,8.948855369003255,3.448753109694546,-17.048137410584047,19.185544675373976,1
Georgia,Oregon,-4.530586147978504,4.498917923332955,-4.767280642641741,2.1541713760528314,-15.950956090006029,1
Ole Miss,Ohio State,17.46919954946938,6.0590063177311,3.1446848258893576,18.77210142476396,-4.217223367136324,0
Georgia,Oregon,-14.49916223416027,8.873780083083032,-2.1814522522660007,0.9239137668059527,-26.478308336315255,0
Ole Miss,Miami,-6.35734595798966,11.700160254526988,-3.8183517237834375,5.175945525410501,-27.051803461710588,0
Georgia,Ole Miss,-15.461059150376437,-4.860145294453925,1.9673716536415065,7.829947559384687,-16.46348976166569,1
Miami,Texas Tech,16.987744731142513,-3.7325114208016794,1.28942846779884,-1.8183574092890709,23.8280420290321,1
Indiana,Oregon,15.09357413523924,-12.180541804773931,3.7747201352705293,5.102323203362538,25.946512871921165,1
Ole Miss,Ohio State,-9.682334891393776,2.3484042298852192,2.350710438038858,3.3725724769240095,-13.052601160164146,0
Oregon,Miami,6.399361841367162,-13.921731786097737,3.034809303848486,16.04632041963956,7.309582511673824,1
Texas Tech,Alabama,12.688888008048632,-1.0320594560261953,-2.179654274286935,-18.182144786341684,29.723437976129574,1
Ohio State,Ole Miss,2.208032463978493,1.2793390412272987,-3.225604562202772,-8.761472416310788,6.464561276859211,1
Georgia,Ole Miss,1.1860231342402594,-6.403762436151467,2.5061475164085834,18.01645936306235,-7.92052627626204,0
Alabama,Texas Tech,-10.325908363981933,2.7249978170703226,3.0683473926726403,15.610551355636652,-25.593110144016265,0
Indiana,Ole Miss,-16.27588928776403,-14.084992501828516,4.905051420006733,-1.7737298885714825,4.487884522642701,1
Georgia,Oregon,15.888630318133071,-13.879554337523567,-0.8738232308857352,4.805303912061469,24.089057512709438,1
Alabama,Ohio State,16.016722286533216,9.678016819789747,-1.2798191420721683,-8.904752680754694,13.963639005425996,1
Texas Tech,Ole Miss,5.324058290930718,-4.1942807576621135,2.764129607419968,-12.475153611049548,24.757622267062345,1
Texas Tech,Ole Miss,-6.438808358051973,-11.188184620443456,-1.5919645974698216,-1.4520638024007138,4.609475467322376,0
Texas Tech,Alabama,-6.031617015493564,0.6672978016441311,4.3075732560356474,-5.865910878957887,3.4745693178558392,1
Alabama,Alabama,9.038227154809576,8.099806592958325,3.584127518430118,3.346244474034883,1.1763036062464858,0
Georgia,Georgia,15.884410398103084,-8.525369175094704,-0.7100597262498165,-16.890614521400607,40.59033436834858,1
Texas Tech,Miami,15.483456970604692,3.686714274570008,2.5087106779149737,18.97579230664666,-4.670338932697003,0
Miami,Oregon,11.195021834304955,-12.439576050186961,2.5454287408468232,19.448429779184117,6.731596846154623,1
